date,DJI,DJT,SPX
1992-01-03,0.009131081532775198,0.0063874072036629315,0.004972485878160349
1992-01-06,-4.3736014268525025e-4,0.010897721497278745,-0.0032963242625045908
1992-01-07,0.0014676113313178973,0.012734390750998692,-0.0013407337011575038
1992-01-08,-2.8091391300932855e-4,-0.0018817227546872317,0.0016756729403404336
1992-01-09,0.0017463745173529333,-0.009389074613935122,-0.001172705395703133
1992-01-10,-0.0031206141723174596,-0.011547181509063087,-0.006028477802319188
1992-01-13,-0.0043538626140566805,0.009131066641047347,-0.0018325857833900727
1992-01-14,0.018844381463885895,0.01679130685507335,0.014614903782615762
1992-01-15,0.0037819003430907827,0.03129355607737594,7.845522343856715e-4
1992-01-16,-0.002735024894539251,0.01000983197801908,-0.006102661715988944
1992-01-17,0.004727820832634677,-0.01666881276623222,0.001553021957868772
1992-01-20,-0.003374753931547403,-0.0074118857078637745,-0.005986464773084954
1992-01-21,-0.009448335986403933,-0.014487353349153409,-0.008974657832773403
1992-01-22,0.010001363379103623,0.011436047928246929,0.013216823002870193
1992-01-23,-0.008978108176544097,-0.016047357045520627,-0.007610291184233731
1992-01-24,0.0018887218730991862,-0.016308990783634236,0.0012523953511198727
1992-01-27,0.00240987809389992,-0.0044140436447861475,-0.0011801047794666175
1992-01-28,0.009673482485798246,0,-7.229057165325514e-5
1992-01-29,-0.01449906021806413,-0.005619310650678777,-0.011196034037499913
1992-01-30,0.006151552697186702,0.014427999752045118,0.0031145063683997165
1992-01-31,-0.006647830134479449,-0.01028437735554455,-0.0069234707544643115
1992-02-03,0.0033140395217117202,0.0060364958219318865,0.001833046674832417
1992-02-04,0.011895190220270635,0.004247881533612663,0.010493446377285665
1992-02-05,-0.004655144640437925,0.01097512574334214,-2.41872333752724e-5
1992-02-06,-6.141374448471737e-4,0.006340939847574667,-4.830247586529168e-5
1992-02-07,-0.009319677180114283,-0.00648557459369048,-0.006618954652370945
1992-02-10,0.0060892531286391716,0.004040479996347379,0.006498077621887255
1992-02-11,0.0020010165079060727,0.00107948623147891,-2.4118154174246342e-5
1992-02-12,0.007720138400587828,0.010944654207683868,0.008111816334293032
1992-02-13,-0.009228270489385793,-0.013898085244308689,-0.008281028548573488
1992-02-14,-2.1561174237305636e-4,0.014324840782164117,-0.002929160585724233
1992-02-18,-0.0065835615693217164,0.009765875553703118,-0.012441323613750832
