Date,L1_Norm,L2_Norm,Total_Persistence,Max_Persistence,N_Loops,L1_Rolling_SD,L2_Rolling_SD,L1_Tau,L2_Tau,L1_Signal,L2_Signal,Signal_State
1992-05-06,1.9264740868217485e-6,3.078458309143868e-5,0.006026646516475877,0.001835604718609462,7,NA,NA,NA,NA,NA,NA,NA
1992-05-07,1.9264740868217485e-6,3.078458309143868e-5,0.006026646516475877,0.001835604718609462,7,NA,NA,NA,NA,NA,NA,NA
1992-05-08,2.0829334911745125e-6,3.219478465374628e-5,0.006286612458502288,0.001729572351511951,7,NA,NA,NA,NA,NA,NA,NA
1992-05-11,2.0260788442172448e-6,3.20851588035246e-5,0.005721473260456569,0.001729572351511951,6,NA,NA,NA,NA,NA,NA,NA
1992-05-12,2.6583495685174328e-6,3.560915839534987e-5,0.007965294026179088,0.001729572351511951,8,NA,NA,NA,NA,NA,NA,NA
1992-05-13,2.6583495685174328e-6,3.560915839534987e-5,0.007965294026179088,0.001729572351511951,8,NA,NA,NA,NA,NA,NA,NA
1992-05-14,2.2947301676808926e-6,3.353109156263393e-5,0.006632885053249609,0.001729572351511951,6,NA,NA,NA,NA,NA,NA,NA
1992-05-15,3.872005216653624e-6,4.942599180833124e-5,0.00922273809478862,0.002510622037811652,8,NA,NA,NA,NA,NA,NA,NA
1992-05-18,3.3908325076921946e-6,4.6463436021920974e-5,0.008368028363759007,0.002510622037811652,8,NA,NA,NA,NA,NA,NA,NA
1992-05-19,3.3908325076921946e-6,4.6463436021920974e-5,0.008368028363759007,0.002510622037811652,8,NA,NA,NA,NA,NA,NA,NA
1992-05-20,2.79111717440019e-6,4.2707766235564076e-5,0.007272608137143323,0.002560033382469967,8,NA,NA,NA,NA,NA,NA,NA
1992-05-21,2.7725824786851502e-6,4.2576470426151484e-5,0.0074515330929816,0.002560033382469967,9,NA,NA,NA,NA,NA,NA,NA
1992-05-22,1.3566913261648914e-6,2.195453380973096e-5,0.005979112938669592,0.0014312022762191443,10,6.943101928176976e-7,8.886257534211895e-6,NA,NA,NA,NA,NA
1992-05-26,1.5325177052502011e-6,2.3741710371161873e-5,0.00630384549099449,0.0014312022762191443,9,7.136640053155519e-7,8.984501186945997e-6,NA,NA,NA,NA,NA
1992-05-27,1.5325177052502011e-6,2.3741710371161873e-5,0.00630384549099449,0.0014312022762191443,9,7.296822661765752e-7,9.04026217680922e-6,NA,NA,NA,NA,NA
1992-05-28,1.5325177052502011e-6,2.3741710371161873e-5,0.00630384549099449,0.0014312022762191443,9,7.485408013791246e-7,9.105664038030285e-6,NA,NA,NA,NA,NA
1992-05-29,1.5325177052502011e-6,2.3741710371161873e-5,0.00630384549099449,0.0014312022762191443,9,7.647398283776954e-7,9.125276359244505e-6,NA,NA,NA,NA,NA
1992-06-01,3.4811496539780605e-6,4.4694350486543125e-5,0.009822701211583403,0.002274522075418113,10,7.640932766905703e-7,8.878907266927315e-6,NA,NA,NA,NA,NA
1992-06-02,2.1795193587745385e-6,3.182072473004361e-5,0.0074587859880237105,0.001916113483589707,8,7.656139316547865e-7,8.655918355201104e-6,NA,NA,NA,NA,NA
1992-06-03,2.1963309448789285e-6,3.2012451804030546e-5,0.007633553436270789,0.001916113483589707,9,7.597995273764532e-7,8.351701051587601e-6,NA,NA,NA,NA,NA
1992-06-04,1.70473985199457e-6,2.9336082309471493e-5,0.00574354905742763,0.001916113483589707,8,7.305954275909774e-7,7.800813146609938e-6,NA,NA,NA,NA,NA
1992-06-05,2.132739662281903e-6,3.574277386764973e-5,0.0056844868587929,0.0019737481313008842,6,7.3497006246257e-7,7.804039190146395e-6,NA,NA,NA,NA,NA
1992-06-08,2.1745910388526647e-6,3.5869095557726606e-5,0.005972558888814971,0.0019737481313008842,7,7.307433852156075e-7,7.7319387984261e-6,NA,NA,NA,NA,NA
1992-06-09,2.1746376861662065e-6,3.586909650658242e-5,0.00600066784755884,0.0019737481313008842,8,7.333148449074102e-7,7.716934259202355e-6,NA,NA,NA,NA,NA
1992-06-10,2.024222647837152e-6,3.5304152829413986e-5,0.005215992203285417,0.0019737481313008842,6,7.382727108967474e-7,7.704897056859334e-6,NA,NA,NA,NA,NA
1992-06-11,2.2894682848346146e-6,3.670927548789264e-5,0.005983173096833643,0.0019737481313008842,6,7.342106191951004e-7,7.693343075508634e-6,NA,NA,NA,NA,NA
1992-06-12,2.117435552393566e-6,3.4510376391186177e-5,0.005794423685867491,0.0019737481313008842,6,7.316012374483125e-7,7.692162112237e-6,NA,NA,NA,NA,NA
1992-06-15,2.3044534950872115e-6,3.5429520669044394e-5,0.006376656558645286,0.0019737481313008842,6,7.260484836760085e-7,7.682945644015823e-6,NA,NA,NA,NA,NA
1992-06-16,2.4570304413181987e-6,3.598583775292953e-5,0.00715765599577548,0.0019737481313008842,7,7.189895661086091e-7,7.669826213228805e-6,NA,NA,NA,NA,NA
1992-06-17,2.4570304413181987e-6,3.598583775292953e-5,0.00715765599577548,0.0019737481313008842,7,7.163251062423231e-7,7.664894471266076e-6,NA,NA,NA,NA,NA
1992-06-18,2.4570304413181987e-6,3.598583775292953e-5,0.00715765599577548,0.0019737481313008842,7,7.134533443138168e-7,7.659263692896934e-6,NA,NA,NA,NA,NA
1992-06-19,2.508008031999155e-6,3.550400227737701e-5,0.007350932966583845,0.001727364072623555,7,7.102548488336219e-7,7.654666147471736e-6,NA,NA,NA,NA,NA
1992-06-22,2.4665654261884275e-6,3.4884033987181186e-5,0.007327419181215237,0.001727364072623555,7,7.069528453178951e-7,7.652160028433029e-6,NA,NA,NA,NA,NA
1992-06-23,2.2709407653034357e-6,3.377272807610321e-5,0.006805306802960511,0.001727364072623555,7,6.929465181588162e-7,7.617264410220184e-6,NA,NA,NA,NA,NA
1992-06-24,2.2529986151230443e-6,3.371333240893529e-5,0.00672424279762473,0.001727364072623555,7,6.92843626461436e-7,7.629192403281716e-6,NA,NA,NA,NA,NA
1992-06-25,1.910183075982339e-6,3.015891750918496e-5,0.006438160045423195,0.001727364072623555,8,6.9387453607851275e-07,7.666659539769947e-6,NA,NA,NA,NA,NA
1992-06-26,1.1863471295091747e-6,2.1961286723294882e-5,0.005006957769204052,0.0016172846896180901,8,7.133509381533835e-7,7.91718398442134e-6,NA,NA,NA,NA,NA
1992-06-29,1.1825667308725455e-6,2.1957985817405125e-5,0.004883946440354589,0.0016172846896180901,7,7.268666658369566e-7,8.099769417830138e-6,NA,NA,NA,NA,NA
1992-06-30,1.1825667308725455e-6,2.1957985817405125e-5,0.004883946440354589,0.0016172846896180901,7,7.348315272000944e-7,8.182827310693087e-6,NA,NA,NA,NA,NA
1992-07-01,3.1995577121729334e-6,4.9203688211286085e-5,0.007443754462741547,0.0028559698187913696,7,7.347593809941551e-7,8.283721401920954e-6,NA,NA,NA,NA,NA
1992-07-02,3.200960617737687e-6,4.920403409640716e-5,0.007519770167621062,0.0028559698187913696,8,7.432048122962232e-7,8.457577420552786e-6,NA,NA,NA,NA,NA
1992-07-06,1.1617392927582027e-6,2.1907704961913354e-5,0.0046638003488296935,0.0016172846896180901,7,7.518951367268589e-7,8.538276191681901e-6,NA,NA,NA,NA,NA
1992-07-07,1.1617392927582027e-6,2.1907704961913354e-5,0.0046638003488296935,0.0016172846896180901,7,7.06852737531145e-7,8.1703079193054265e-06,NA,NA,NA,NA,NA
1992-07-08,9.847582260832497e-7,2.0918668850558054e-5,0.003569423404154146,0.0016172846896180901,5,6.583116122073821e-7,7.754909828701767e-6,NA,NA,NA,NA,NA
1992-07-09,9.406739240140845e-7,2.0679392089363387e-5,0.003370647062348475,0.0016172846896180901,5,6.747988291997608e-7,7.842480651693233e-6,NA,NA,NA,NA,NA
1992-07-10,9.227854645750552e-7,2.06173260014833e-5,0.0032437838517300147,0.0016172846896180901,5,6.973548199404799e-7,8.038776908729568e-6,NA,NA,NA,NA,NA
1992-07-13,5.09826400167497e-7,1.2306880435738698e-5,0.0026081272069880135,9.81628044876089e-4,5,7.343591397312097e-7,8.550263550112982e-6,NA,NA,NA,NA,NA
1992-07-14,6.421593809895143e-7,1.7542967874971432e-5,0.002159595388526768,0.0015348095495343046,3,7.587423962942316e-7,8.776832522346177e-6,NA,NA,NA,NA,NA
1992-07-15,7.02268029179652e-7,1.7820487737250756e-5,0.002649931601920822,0.0015348095495343046,4,7.828814992913918e-7,9.004082928121202e-6,NA,NA,NA,NA,NA
1992-07-16,7.078530667780125e-7,1.782834941980949e-5,0.002799357932844292,0.0015348095495343046,5,8.04783080139427e-7,9.212763223562747e-6,NA,NA,NA,NA,NA
1992-07-17,1.0117366224060609e-6,2.0724614766285496e-5,0.003901681968137902,0.0015348095495343046,6,8.170348626919712e-7,9.337384296396079e-6,NA,NA,NA,NA,NA
1992-07-20,1.0117366224060609e-6,2.0724614766285496e-5,0.003901681968137902,0.0015348095495343046,6,8.286935928252562e-7,9.455996516513042e-6,NA,NA,NA,NA,NA
1992-07-21,1.0117366224060609e-6,2.0724614766285496e-5,0.003901681968137902,0.0015348095495343046,6,8.395911582680435e-7,9.56695183974813e-6,NA,NA,NA,NA,NA
1992-07-22,1.0117366224060609e-6,2.0724614766285496e-5,0.003901681968137902,0.0015348095495343046,6,8.499659494209972e-7,9.671434404252678e-6,NA,NA,NA,NA,NA
1992-07-23,1.029079011478837e-6,2.0766477717399046e-5,0.004148885559744001,0.0015348095495343046,7,8.52783403256996e-7,9.742891934925214e-6,NA,NA,NA,NA,NA
1992-07-24,1.102739135629418e-6,2.122069513286605e-5,0.004334464128704094,0.0015348095495343046,6,8.529122697068924e-7,9.796108488278905e-6,NA,NA,NA,NA,NA
1992-07-27,1.0399646554241994e-6,2.0944793759586984e-5,0.003880254577999688,0.0015348095495343046,6,8.58554698189332e-7,9.866071946874257e-6,NA,NA,NA,NA,NA
1992-07-28,1.5333784966577642e-6,2.831265241221792e-5,0.0045638175944275805,0.001785887051721502,6,8.079953967627269e-7,9.451614045923122e-6,NA,NA,NA,NA,NA
1992-07-29,1.5333784966577642e-6,2.831265241221792e-5,0.0045638175944275805,0.001785887051721502,6,7.752367786562781e-7,9.12450452532273e-6,NA,NA,NA,NA,NA
1992-07-30,1.6278500804745507e-6,2.8651454706652343e-5,0.0051781947861135125,0.001785887051721502,7,7.387565286290474e-7,8.769775694955338e-6,NA,NA,NA,NA,NA
1992-07-31,1.5952835559463342e-6,2.8546054230332285e-5,0.005001647778480528,0.001785887051721502,8,7.226925659803888e-7,8.531897524179879e-6,NA,NA,NA,NA,NA
1992-08-03,1.5952835559463342e-6,2.8546054230332285e-5,0.005001647778480528,0.001785887051721502,8,7.060288361943514e-7,8.282022036639352e-6,NA,NA,NA,NA,NA
1992-08-04,8.974393503764729e-7,1.6160934238068316e-5,0.004544692718264994,0.0010183633865302327,9,7.132276806268792e-7,8.40908867776437e-6,NA,NA,NA,NA,NA
1992-08-05,8.974393503764729e-7,1.6160934238068316e-5,0.004544692718264994,0.0010183633865302327,9,7.212903967695709e-7,8.553947467602192e-6,NA,NA,NA,NA,NA
1992-08-06,8.55140873382234e-7,1.5044742901657995e-5,0.004667629575783412,0.0010183633865302327,9,7.299439427355423e-7,8.725216076951017e-6,NA,NA,NA,NA,NA
1992-08-07,9.160669951133194e-7,1.5747205645253413e-5,0.005017207209349022,0.0010183633865302327,10,7.36990435604541e-7,8.870212377257809e-6,NA,NA,NA,NA,NA
1992-08-10,8.291052358649612e-7,1.517767785623362e-5,0.0045086553456019085,0.0010183633865302327,10,7.455328686363944e-7,9.025261833602438e-6,NA,NA,NA,NA,NA
1992-08-11,1.8487922333794963e-6,3.45831373630231e-5,0.005219461343386961,0.002343546576001219,9,6.96252396273458e-7,8.736491903658796e-6,NA,NA,NA,NA,NA
1992-08-12,1.833466618966442e-6,3.456468268111874e-5,0.004972403949062825,0.002343546576001219,8,6.91900287330733e-7,8.775221321797718e-6,NA,NA,NA,NA,NA
1992-08-13,1.7347632169670097e-6,3.4023656597214475e-5,0.004941613021270658,0.002343546576001219,10,6.865036074117638e-7,8.802464093923498e-6,NA,NA,NA,NA,NA
1992-08-14,4.351681364373656e-7,9.813216961770575e-6,0.003294436047551635,9.052521492947806e-4,11,7.045127354278876e-7,9.132790699055025e-6,NA,NA,NA,NA,NA
1992-08-17,4.3494855490911756e-7,9.813094176801846e-6,0.003266481390544423,9.052521492947806e-4,10,7.162125119249339e-7,9.349082215069718e-6,NA,NA,NA,NA,NA
1992-08-18,4.878027460028683e-7,1.0502153434973525e-5,0.003472515579774174,9.052521492947806e-4,9,7.237985955876845e-7,9.505936100301301e-6,NA,NA,NA,NA,NA
1992-08-19,4.4561871435425447e-7,1.0061432323626472e-5,0.003272620348370522,9.052521492947806e-4,9,7.308612736227967e-7,9.647007231570671e-6,NA,NA,NA,NA,NA
1992-08-20,2.780569076243894e-7,6.664358690012974e-6,0.0026617399760991253,6.313633786522387e-4,8,7.439008531733024e-7,9.88647824238473e-6,NA,NA,NA,NA,NA
1992-08-21,2.761424406111778e-7,6.660308858220514e-6,0.0025738815106684633,6.313633786522387e-4,7,7.494342583361372e-7,1.0053422469176084e-5,NA,NA,NA,NA,NA
1992-08-24,2.761424406111778e-7,6.660308858220514e-6,0.0025738815106684633,6.313633786522387e-4,7,7.568199786094939e-7,1.0234656033307211e-5,NA,NA,NA,NA,NA
1992-08-25,2.673487197509869e-7,6.700689820036454e-6,0.0024114744059927935,6.313633786522387e-4,7,7.579248770071723e-7,1.0359298405741989e-5,NA,NA,NA,NA,NA
1992-08-26,2.68988331398107e-7,6.717895602263099e-6,0.0024286088567132564,6.313633786522387e-4,7,7.520558514120677e-7,1.0435262736796028e-5,NA,NA,NA,NA,NA
1992-08-27,2.68988331398107e-7,6.717895602263099e-6,0.0024286088567132564,6.313633786522387e-4,7,7.435171159786174e-7,1.0477360252150525e-5,NA,NA,NA,NA,NA
1992-08-28,1.1529613492712046e-6,2.351410861064731e-5,0.0045475522654263726,0.001806714295785071,9,7.209869038198567e-7,1.0279235852071039e-5,NA,NA,NA,NA,NA
1992-08-31,1.0593442380494044e-6,2.3104405419289117e-5,0.003935560391254115,0.001806714295785071,8,6.948387889020531e-7,1.008334356653265e-5,NA,NA,NA,NA,NA
1992-09-01,1.0593442380494044e-6,2.3104405419289117e-5,0.003935560391254115,0.001806714295785071,8,6.681232534893354e-7,9.895310601201559e-6,NA,NA,NA,NA,NA
1992-09-02,1.6609123150841546e-6,2.906486775763139e-5,0.005486865979092645,0.001806714295785071,9,6.51956994350743e-7,9.79378391967314e-6,NA,NA,NA,NA,NA
1992-09-03,1.6535434380651927e-6,2.9025765426404775e-5,0.0054629725967581715,0.001806714295785071,9,6.356813420707808e-7,9.691196943962631e-6,NA,NA,NA,NA,NA
1992-09-04,1.4142836127345353e-6,2.550345033224457e-5,0.0049841402349973885,0.001551305587838529,8,6.264368146056992e-7,9.622301411142373e-6,NA,NA,NA,NA,NA
1992-09-08,1.416368797549839e-6,2.5504609386404963e-5,0.005075666079361906,0.001551305587838529,9,6.28070013403364e-7,9.644186190577573e-6,NA,NA,NA,NA,NA
1992-09-09,1.3888103384774203e-6,2.5383419725673685e-5,0.004931052356288207,0.001551305587838529,8,6.293968315829458e-7,9.664341454854332e-6,NA,NA,NA,NA,NA
1992-09-10,7.944321129575039e-7,1.8315613766079596e-5,0.003403269056510128,0.0015325060302268188,7,6.306186147775018e-7,9.670094997812102e-6,NA,NA,NA,NA,NA
1992-09-11,7.964576523303219e-7,1.8326658699178227e-5,0.003449917366367906,0.0015325060302268188,8,5.526799750816164e-7,8.766016574997274e-6,NA,NA,NA,NA,NA
1992-09-14,4.033725515677286e-7,9.639945092691912e-6,0.002798345679720593,8.809343435795059e-4,8,4.631577407076383e-7,7.83339750479931e-6,NA,NA,NA,NA,NA
1992-09-15,4.479803479846805e-7,9.959754866258225e-6,0.003220832273049765,8.809343435795059e-4,9,4.683426252017942e-7,7.938114598451342e-6,NA,NA,NA,NA,NA
1992-09-16,4.479803479846805e-7,9.959754866258225e-6,0.003220832273049765,8.809343435795059e-4,9,4.730313492132409e-7,8.034219116337982e-6,NA,NA,NA,NA,NA
1992-09-17,7.158295739866554e-7,1.3786118418232935e-5,0.004363703341437529,0.001028911224938354,11,4.741467223127491e-7,8.062039181254666e-6,NA,NA,NA,NA,NA
1992-09-18,8.211136210998108e-7,1.7725174214638264e-5,0.0037498504777854513,0.0014243098155215985,10,4.744644431909816e-7,8.058953148468242e-6,NA,NA,NA,NA,NA
1992-09-21,1.0262643023261076e-6,1.9343424565048978e-5,0.004714888999288174,0.0014243098155215985,11,4.746069903165062e-7,8.054974665151872e-6,NA,NA,NA,NA,NA
1992-09-22,1.2333748277709456e-6,2.1751048764057854e-5,0.005258097075934442,0.0014243098155215985,11,4.72137579509636e-7,8.011785114663046e-6,NA,NA,NA,NA,NA
1992-09-23,1.2333748277709456e-6,2.1751048764057854e-5,0.005258097075934442,0.0014243098155215985,11,4.7146897312959965e-7,8.019085452321196e-6,NA,NA,NA,NA,NA
1992-09-24,7.947864389899958e-7,1.5603741298252078e-5,0.004500320760381652,0.0012268065892518656,12,4.705781815873589e-7,8.031900831110224e-6,NA,NA,NA,NA,NA
1992-09-25,7.631554731521456e-7,1.549926687955656e-5,0.004095023937769704,0.0012268065892518656,11,4.7001008944477813e-7,8.045360478664595e-6,NA,NA,NA,NA,NA
1992-09-28,1.2603979946056226e-6,2.266064004484563e-5,0.005003497736089855,0.0015183446432600108,10,4.71743064743382e-7,8.058886084088224e-6,NA,NA,NA,NA,NA
1992-09-29,1.9130143094215186e-6,3.1056263485117265e-5,0.00599219276800113,0.0018144574273195133,10,4.899364048051824e-7,8.235686339137436e-6,NA,NA,NA,NA,NA
1992-09-30,1.9130143094215186e-6,3.1056263485117265e-5,0.00599219276800113,0.0018144574273195133,10,5.068241698392895e-7,8.403587146124559e-6,NA,NA,NA,NA,NA
1992-10-01,2.0661038208018856e-6,3.169267167854461e-5,0.006774618549407568,0.0018144574273195133,11,5.282192223206704e-7,8.580979668909835e-6,NA,NA,NA,NA,NA
1992-10-02,1.7843611554417197e-6,2.941464568266077e-5,0.006397585640838584,0.0018144574273195133,12,5.38744252041492e-7,8.6916604513525e-6,NA,NA,NA,NA,NA
1992-10-05,1.7843611554417197e-6,2.941464568266077e-5,0.006397585640838584,0.0018144574273195133,12,5.486391159757705e-7,8.79635890912156e-6,NA,NA,NA,NA,NA
1992-10-06,2.474712650487961e-6,3.4609390568268164e-5,0.008155043083664139,0.0018144574273195133,11,5.837713976833909e-7,9.03765101749724e-6,NA,NA,NA,NA,NA
1992-10-07,2.979303249409892e-6,4.31422648920901e-5,0.007991986909256583,0.0024338270343183975,10,6.392439411590707e-7,9.53881708612635e-6,NA,NA,NA,NA,NA
1992-10-08,2.6622194048895512e-6,4.0715256243494867e-5,0.007491792653934537,0.0024338270343183975,10,6.731326990378751e-7,9.900661843539797e-6,NA,NA,NA,NA,NA
1992-10-09,2.866376270010841e-6,4.146557544826214e-5,0.008358825351652251,0.0024338270343183975,10,7.129202548909519e-7,1.0268568420489816e-5,NA,NA,NA,NA,NA
1992-10-12,2.866376270010841e-6,4.146557544826214e-5,0.008358825351652251,0.0024338270343183975,10,7.501374623646733e-7,1.0618918696654042e-5,NA,NA,NA,NA,NA
1992-10-13,2.8892624693407145e-6,4.1494136925726745e-5,0.008624026137291275,0.0024338270343183975,10,7.857398739537891e-7,1.0952916864793409e-5,NA,NA,NA,NA,NA
1992-10-14,2.7269353797840876e-6,4.0142624877412465e-5,0.00821302991413486,0.0024338270343183975,9,8.125574682695504e-7,1.1235056208391911e-5,NA,NA,NA,NA,NA
1992-10-15,2.7269353797840876e-6,4.0142624877412465e-5,0.00821302991413486,0.0024338270343183975,9,8.368869927148659e-7,1.148986950478954e-5,NA,NA,NA,NA,NA
1992-10-16,2.7269353797840876e-6,4.0142624877412465e-5,0.00821302991413486,0.0024338270343183975,9,8.584837126986713e-7,1.170481703851572e-5,NA,NA,NA,NA,NA
1992-10-19,1.3479125005844947e-6,2.077846450736258e-5,0.006417445244516058,0.0013295931550533734,9,8.563988644451215e-7,1.1662939528961769e-5,NA,NA,NA,NA,NA
1992-10-20,1.2037765860531363e-6,1.9983749878867356e-5,0.005563090642373979,0.0013295931550533734,8,8.534791736055785e-7,1.1616207098755571e-5,NA,NA,NA,NA,NA
1992-10-21,1.3204788583454108e-6,2.1111869379978278e-5,0.005859670133716174,0.0013295931550533734,8,8.50400286961707e-7,1.1501859676752035e-5,NA,NA,NA,NA,NA
1992-10-22,1.3204788583454108e-6,2.1111869379978278e-5,0.005859670133716174,0.0013295931550533734,8,8.47366032045544e-7,1.1380251936369298e-5,NA,NA,NA,NA,NA
1992-10-23,1.3405857939681016e-6,2.1816427416041354e-5,0.005532285843235608,0.0013295931550533734,7,8.453148224901204e-7,1.126128510016645e-5,NA,NA,NA,NA,NA
1992-10-26,1.3532477164444864e-6,2.1839227963515302e-5,0.005757831628835315,0.0013295931550533734,8,8.356645166168659e-7,1.1114616220793734e-5,NA,NA,NA,NA,NA
1992-10-27,1.4125220538983105e-6,2.260103036133476e-5,0.005861712420048541,0.0013295931550533734,8,8.255203095185304e-7,1.0959661626339983e-5,NA,NA,NA,NA,NA
1992-10-28,3.4850984206894667e-6,4.98575493257384e-5,0.008605064711507581,0.002862253062204772,8,8.688870613992538e-7,1.1454034590528301e-5,NA,NA,NA,NA,NA
1992-10-29,2.4821518994647588e-6,3.145971642006116e-5,0.009151074049766696,0.0015726348114219208,10,8.702125806516273e-7,1.133412099911951e-5,NA,NA,NA,NA,NA
1992-10-30,2.1735500273053765e-6,2.9242271751393082e-5,0.008392233377598174,0.0015726348114219208,10,8.590423222998776e-7,1.1071890707283967e-5,NA,NA,NA,NA,NA
1992-11-02,3.679476186038295e-6,4.7551334854065584e-5,0.01020492640886168,0.0025990984354065712,10,8.94635855805265e-7,1.1232184054777058e-5,NA,NA,NA,NA,NA
1992-11-03,3.5561802115989013e-6,4.7324828877227464e-5,0.009313120072465193,0.0025990984354065712,9,9.183303144138734e-7,1.1321472308926878e-5,NA,NA,NA,NA,NA
1992-11-04,3.620491572929695e-6,4.73797638158951e-5,0.009847671306805398,0.0025990984354065712,10,9.391304652075618e-7,1.1354239626622425e-5,NA,NA,NA,NA,NA
